Metrics,RY,TD.to,BNS.to,CNR.to,SU.to,BCE.to,BMO.to,ENB.to,TRP.to,CNQ.to,BAM-A.to,CM.to,ABX.to,CP.to,T.to,SLF.to,ATD-B.to,RCI-B.to,G.to,MG.to,FNV.to,WCN.to,POT.to,GIB-A.to,SLW.to,TRI.to,AEM.to,FFH.to,AGU.to,L.to,NA.to,PPL.to,QSR.to,IFC.to,FTS.to,MRU.to,DOL.to,CPG.to,SJR-B.to,VRX.to,IMO.to,CSU.to,POW.to,CTC-A.to,OTC.to,TCK-B.to,SAP.to,REI-UN.to,IPL.to,GWO.to,GIL.to,SNC.to,ARX.to,EMA.to,KEY.to,PWF.to,TOU.to,BPY-UN.to,HR-UN.to,THO.to,CCL-B.to,OCX.to,PEY.to,CIX.to,DGC.to,WN.to,ALA.to,VET.to,PSK.to,VII.to,IAG.to,CU.to,SRU-UN.to,H.to,BEP-UN.to,CAR-UN.to,RBA.to,PAA.to,FTT.to,FR.to,REF-UN.to,ACO-X.to,EMP-A.to,STN.to,QBR-B.to,MX.to,DH.to,CGX.to,IGM.to,ENF.to,MDA.to,CAD.to,AP-UN.to,WFT.to,WJA.to,TIH.to,MBT.to,WSP.to,NPI.to,BCB.to,FCR.to,MFI.to,LNR.to,PKI.to,AYA.to,TXG.to,TFI.to,FSV.to,CWB.to,BEI-UN.to,DSG.to,SJ.to,SCL.to,GRT-UN.to,CIG.to,CPX.to,HCG.to,NFI.to,PBH.to,MAG.to,CCA.to,LB.to,RUS.to,NWC.to,MST-UN.to,X.to,BYD-UN.to,EDV.to,MIC.to,OSB.to,WPK.to,CHE-U.to,UNS.to,KXS.to,ITP.to,NVU-UN.to,DII-B.to,ESL.to,AD.to,CXR.to,BAD.to,DOO.to,BNE.to,BBU-UN.to
Beta,0.70
