Metrics,RY,TD,BNS,CNR,SU,BCE,BMO,ENB,TRP,CNQ,BAM-A,CM,ABX,CP,T,SLF,ATD-B,RCI-B,G,MG,FNV,WCN,POT,GIB-A,SLW,TRI,AEM,FFH,AGU,L,NA,PPL,QSR,IFC,FTS,MRU,DOL,CPG,SJR-B,VRX,IMO,CSU,POW,CTC-A,OTC,TCK-B,SAP,REI-UN,IPL,GWO,GIL,SNC,ARX,EMA,KEY,PWF,TOU,BPY-UN,HR-UN,THO,CCL-B,OCX,PEY,CIX,DGC,WN,ALA,VET,PSK,VII,IAG,CU,SRU-UN,H,BEP-UN,CAR-UN,RBA,PAA,FTT,FR,REF-UN,ACO-X,EMP-A,STN,QBR-B,MX,DH,CGX,IGM,ENF,MDA,CAD,AP-UN,WFT,WJA,TIH,MBT,WSP,NPI,BCB,FCR,MFI,LNR,PKI,AYA,TXG,TFI,FSV,CWB,BEI-UN,DSG,SJ,SCL,GRT-UN,CIG,CPX,HCG,NFI,PBH,MAG,CCA,LB,RUS,NWC,MST-UN,X,BYD-UN,EDV,MIC,OSB,WPK,CHE-U,UNS,KXS,ITP,NVU-UN,DII-B,ESL,AD,CXR,BAD,DOO,BNE,BBU-UN
Beta,0.70,0.52,0.67,0.61,1.07,-0.09,0.54,0.14,0.12,1.18,0.51,0.50,-0.56,0.96,0.41,0.63,-0.08,0.43,-0.28,1.28,-0.06,-0.08,0.43,0.46,0.58,0.49,-1.25,-0.10,0.82,0.10,0.70,0.27,null,0.08,0.04,0.22,0.08,0.90,null,-0.23,0.70,0.51,0.86,0.44,0.61,1.67,0.24,0.11,0.37,0.91,0.53,0.72,0.67,0.12,0.42,0.78,0.27,0.44,0.43,0.89,0.83,0.28,0.31,0.37,-0.35,0.22,0.47,0.43,null,null,1.14,0.03,0.03,null,-0.11,-0.31,0.28,0.01,1.55,0.23,0.13,0.28,0.03,0.98,0.31,1.63,0.58,0.25,0.72,0.15,0.32,-0.45,0.29,1.10,0.61,0.95,0.05,0.77,0.17,0.21,0.17,0.49,1.62,0.75,1.38,-0.42,1.08,null,1.14,0.28,0.41,0.39,0.71,0.29,1.19,0.16,0.70,0.08,0.27,0.91,0.46,0.35,0.71,0.16,-0.11,0.31,0.60,-0.53,1.35,1.66,0.37,null,0.36,null,1.15,0.42,1.01,0.82,0.59,-3.04,0.77,1.13,1.25,null
