date,^GSPC,^GSPTSE,^FTSE,^GDAXI,^FCHI,^N225,^HSI,^IRX
2002-01-23,1128.180054,7598.50,5180.700195,5163.029785,4450.810059,10040.910156,10762.139648,1.67
2002-01-24,1132.150024,7657.600098,5233.100098,5170.439941,4508.069824,10074.049805,10741.459961,1.67
2002-01-25,1133.280029,7659.299805,5193.100098,5156.629883,4484.310059,10144.139648,10772.959961,1.68
2002-01-28,1133.060059,7643.700195,5223.600098,5159.02002,4533.129883,10220.849609,10767.459961,1.69
2002-01-29,1100.640015,7567.100098,5131.399902,5084.52002,4476.100098,10026.030273,11014.240234,1.70
2002-01-30,1113.569946,7548.799805,5089.299805,5052.200195,4407.27002,9919.480469,10756.959961,1.69
2002-01-31,1130.199951,7648.50,5164.799805,5107.609863,4461.870117,9997.799805,10725.299805,1.72
2002-02-01,1122.199951,7690.50,5189.700195,5097.060059,4455.560059,9791.429688,10691.25,1.71
2002-02-04,1094.439941,7591.100098,5167.299805,4984.47998,4397.540039,9631.929688,10721.320312,1.72
2002-02-05,1090.02002,7523.50,5093.399902,4936.75,4307.75,9475.599609,10609.19043,1.72
2002-02-06,1083.51001,7497.100098,5073.799805,4804.410156,4273.810059,9420.849609,10592.389648,1.70
2002-02-07,1080.170044,7483.399902,5127.00,4862.620117,4295.649902,9583.269531,10409.679688,1.69
2002-02-08,1096.219971,7535.399902,5128.100098,4835.950195,4299.040039,9686.05957,10518.990234,1.67
2002-02-11,1111.939941,7604.50,5161.799805,4940.00,4353.209961,nan,10832.740234,1.70
2002-02-12,1107.50,7543.799805,5135.700195,4884.779785,4337.950195,9877.990234,nan,1.71
2002-02-13,1118.51001,7561.399902,5153.899902,4935.350098,4364.450195,9968.349609,nan,1.71
2002-02-14,1116.47998,7526.399902,5208.799805,4973.77002,4429.310059,10081.089844,nan,1.71
2002-02-15,1104.180054,7515.299805,5182.50,4862.600098,4377.00,10048.099609,10961.879883,1.70
2002-02-18,nan,7558.600098,5154.299805,4871.759766,4347.049805,10093.25,11002.80957,nan
2002-02-19,1083.339966,7471.00,5092.50,4764.049805,4256.359863,9847.160156,10840.490234,1.70
2002-02-20,1097.97998,7431.799805,5024.200195,4780.240234,4238.990234,9834.129883,10749.05957,1.72
2002-02-21,1080.949951,7418.100098,5073.299805,4850.72998,4287.220215,10295.419922,10788.900391,1.72
2002-02-22,1089.839966,7426.600098,5050.799805,4745.580078,4245.200195,10356.780273,10664.94043,1.72
2002-02-25,1109.430054,7512.50,5100.700195,4863.540039,4305.439941,10296.469727,10496.019531,1.73
2002-02-26,1109.380005,7567.50,5139.00,4897.75,4340.859863,10202.629883,10547.129883,1.73
2002-02-27,1109.890015,7646.899902,5178.399902,4960.220215,4424.709961,10573.089844,10648.709961,1.73
2002-02-28,1106.72998,7637.50,5101.00,5039.080078,4462.990234,10587.830078,10482.549805,1.72
2002-03-01,1131.780029,7710.799805,5169.00,5097.410156,4486.419922,10812.00,10425.30957,1.75
2002-03-04,1153.839966,7861.799805,5242.00,5245.839844,4607.439941,11450.219727,10704.120117,1.75
2002-03-05,1146.140015,7856.100098,5214.00,5228.669922,4580.75,11348.450195,10985.839844,1.75
2002-03-06,1162.77002,7944.299805,5245.50,5285.259766,4588.140137,11358.530273,11003.00,1.74
2002-03-07,1157.540039,7958.100098,5282.100098,5289.430176,4616.50,11648.339844,11188.070312,1.75
2002-03-08,1164.310059,7910.299805,5285.700195,5359.549805,4629.109863,11885.790039,11233.230469,1.77
2002-03-11,1168.26001,7908.200195,5258.899902,5340.669922,4586.75,11919.299805,11318.870117,1.79
2002-03-12,1165.579956,7866.100098,5252.50,5275.810059,4550.649902,11607.330078,11273.860352,1.80
2002-03-13,1154.089966,7864.200195,5272.00,5245.990234,4523.77002,11415.30957,11217.50,1.79
2002-03-14,1153.040039,7828.600098,5261.399902,5276.870117,4546.839844,11568.820312,11303.700195,1.81
2002-03-15,1166.160034,7871.700195,5292.700195,5401.109863,4588.330078,11648.009766,11210.25,1.82
2002-03-18,1165.550049,7917.700195,5299.899902,5426.040039,4625.810059,11498.379883,11230.639648,1.82
2002-03-19,1170.290039,7936.899902,5316.100098,5462.549805,4644.930176,11792.820312,11222.830078,1.80
2002-03-20,1151.849976,7915.399902,5266.899902,5364.700195,4603.799805,11526.780273,11036.599609,1.81
2002-03-21,1153.589966,7856.200195,5253.299805,5348.680176,4579.899902,nan,10829.730469,1.81
2002-03-22,1148.699951,7856.100098,5250.50,5366.129883,4601.569824,11345.080078,10863.070312,1.80
2002-03-25,1131.869995,7751.299805,5203.600098,5317.379883,4588.359863,11261.089844,10836.639648,1.78
2002-03-26,1138.48999,7756.700195,5195.50,5390.589844,4628.069824,11207.919922,10786.919922,1.79
2002-03-27,1144.579956,7835.899902,5214.700195,5348.00,4623.200195,11323.679688,10987.879883,1.78
2002-03-28,1147.390015,7851.50,5271.799805,5397.290039,4688.02002,11333.110352,11032.919922,1.74
2002-03-29,nan,nan,5271.799805,nan,nan,11024.94043,nan,nan
2002-04-01,1146.540039,7888.50,5271.799805,nan,nan,11028.700195,nan,1.76
2002-04-02,1136.76001,7893.399902,5251.399902,5311.080078,4627.330078,11204.490234,10878.040039,1.76
2002-04-03,1125.400024,7842.299805,5247.799805,5281.839844,4632.259766,11400.709961,10833.959961,1.75
2002-04-04,1126.339966,7784.50,5209.50,5254.950195,4538.310059,11379.200195,10831.370117,1.74
2002-04-05,1122.72998,7782.100098,5233.600098,5260.529785,4515.700195,11335.490234,nan,1.72
2002-04-08,1125.290039,7747.600098,5178.600098,5180.330078,4431.879883,11352.889648,10723.679688,1.71
2002-04-09,1117.800049,7722.100098,5179.600098,5170.25,4463.910156,11114.490234,10733.69043,1.69
2002-04-10,1130.469971,7800.100098,5229.100098,5265.359863,4521.830078,11218.580078,10643.139648,1.67
2002-04-11,1103.689941,7688.700195,5137.399902,5162.959961,4441.540039,11147.269531,10744.910156,1.67
2002-04-12,1111.01001,7731.00,5161.00,5189.649902,4468.290039,10962.980469,10710.480469,1.67
2002-04-15,1102.550049,7761.299805,5201.399902,5244.200195,4502.490234,11137.299805,10727.980469,1.67
2002-04-16,1128.369995,7841.600098,5259.899902,5343.879883,4598.740234,11346.660156,10788.530273,1.70
2002-04-17,1126.069946,7868.100098,5263.899902,5318.549805,4597.299805,11543.709961,11090.580078,1.69
2002-04-18,1124.469971,7818.100098,5229.399902,5262.879883,4588.830078,11575.730469,11217.150391,1.67
2002-04-19,1125.170044,7899.600098,5243.600098,5284.549805,4606.419922,11512.009766,11252.179688,1.70
2002-04-22,1107.829956,7814.299805,5221.50,5205.47998,4559.459961,11721.639648,11139.419922,1.68
2002-04-23,1100.959961,7717.799805,5191.00,5192.100098,4562.549805,11736.830078,11345.179688,1.70
2002-04-24,1093.140015,7713.399902,5218.200195,5160.140137,4528.00,11672.879883,11396.570312,1.68
2002-04-25,1091.47998,7686.299805,5197.50,5054.410156,4455.990234,11648.719727,11409.290039,1.70
2002-04-26,1076.319946,7629.600098,5159.00,5000.379883,4453.080078,11541.389648,11385.080078,1.70
2002-04-29,1065.449951,7582.50,5153.899902,5008.040039,4430.379883,nan,11361.490234,1.72
2002-04-30,1076.920044,7663.399902,5165.600098,5041.200195,4462.740234,11492.540039,11497.580078,1.73
2002-05-01,1086.459961,7647.299805,5125.50,nan,nan,11552.790039,nan,1.72
2002-05-02,1084.560059,7670.50,5174.100098,4964.560059,4421.560059,11551.009766,11780.110352,1.73
2002-05-03,1073.430054,7663.899902,5203.100098,4882.77002,4354.919922,nan,11797.219727,1.72
2002-05-06,1052.670044,7581.100098,5203.100098,4880.669922,4367.259766,nan,11736.200195,1.73
2002-05-07,1049.48999,7561.399902,5119.899902,4872.410156,4296.399902,11316.040039,11795.980469,1.71
2002-05-08,1088.849976,7707.799805,5209.100098,5028.589844,4404.02002,11520.75,11768.30957,1.73
2002-05-09,1073.01001,7632.299805,5197.600098,4966.47998,4386.859863,11633.299805,11700.759766,1.73
2002-05-10,1054.98999,7596.100098,5171.200195,4871.700195,4329.839844,11531.110352,11645.900391,1.73
2002-05-13,1074.560059,7661.399902,5204.799805,4975.47998,4375.390137,11336.950195,11733.429688,1.73
2002-05-14,1097.280029,7716.899902,5239.50,5049.080078,4447.120117,11356.19043,11690.30957,1.74
2002-05-15,1091.069946,7707.00,5259.100098,5072.390137,4471.27002,11642.969727,11838.360352,1.73
2002-05-16,1098.22998,7738.100098,5248.50,5047.450195,4466.359863,11738.69043,11832.769531,1.74
2002-05-17,1106.589966,7727.00,5218.00,5036.410156,4442.939941,11847.320312,11974.610352,1.72
2002-05-20,1091.880005,7727.00,5208.100098,4998.990234,4400.75,11856.540039,nan,1.71
2002-05-21,1079.880005,7688.299805,5197.200195,4984.609863,4399.200195,11801.160156,11753.290039,1.701
2002-05-22,1086.02002,7638.399902,5151.899902,4919.50,4326.290039,11961.980469,11795.200195,1.697
2002-05-23,1097.079956,7725.100098,5175.299805,4879.50,4341.589844,11979.849609,11624.75,1.704
2002-05-24,1083.819946,7667.799805,5169.100098,4899.129883,4337.430176,11976.280273,11626.780273,1.707
2002-05-27,nan,7667.00,5136.299805,4961.540039,4360.709961,11976.349609,11564.730469,nan
2002-05-28,1074.550049,7660.600098,5074.200195,4918.580078,4339.569824,11936.080078,11581.580078,1.722
2002-05-29,1067.660034,7611.899902,5083.00,4881.799805,4334.850098,11853.00,11430.660156,1.717
2002-05-30,1064.660034,7580.600098,5040.799805,4761.959961,4260.140137,11770.030273,11380.610352,1.713
2002-05-31,1067.140015,7656.100098,5085.100098,4818.299805,4274.640137,11763.700195,11301.94043,1.705
2002-06-03,1040.680054,7599.50,5085.100098,4747.950195,4227.149902,11901.389648,11359.799805,1.715
2002-06-04,1040.689941,7568.00,5085.100098,4625.790039,4065.879883,11653.070312,11312.549805,1.715
2002-06-05,1049.900024,7547.899902,4989.200195,4624.310059,4079.51001,11663.870117,11402.379883,1.718
2002-06-06,1029.150024,7498.899902,4957.600098,4657.52002,4098.180176,11574.94043,11380.769531,1.705
2002-06-07,1027.530029,7478.600098,4920.399902,4610.180176,4020.27002,11438.530273,11284.709961,1.707
2002-06-10,1030.73999,7460.700195,4928.200195,4589.259766,4024.939941,11370.209961,11288.839844,1.711
2002-06-11,1013.599976,7398.799805,4934.799805,4606.089844,4109.370117,11449.44043,11215.019531,1.714
2002-06-12,1020.26001,7359.600098,4851.700195,4510.189941,4004.76001,11327.05957,11147.969727,1.702
2002-06-13,1009.559998,7283.600098,4771.899902,4470.140137,3957.330078,11144.839844,11119.330078,1.685
2002-06-14,1007.27002,7249.00,4630.799805,4303.850098,3843.070068,10920.629883,10955.519531,1.675
2002-06-17,1036.170044,7357.399902,4756.799805,4475.100098,4010.360107,10664.110352,10832.259766,1.69
2002-06-18,1037.140015,7327.50,4702.00,4433.850098,4004.929932,10839.929688,10852.040039,1.692
2002-06-19,1019.98999,7247.799805,4652.399902,4354.819824,3935.580078,10476.179688,10673.110352,1.67
2002-06-20,1006.289978,7225.399902,4580.299805,4245.680176,3832.070068,10612.980469,10754.410156,1.69
2002-06-21,989.140015,7139.399902,4605.399902,4232.399902,3799.530029,10354.349609,10591.860352,1.678
2002-06-24,992.719971,7129.899902,4541.899902,4127.209961,3669.23999,10471.320312,10657.339844,1.692
2002-06-25,976.140015,7120.799805,4631.00,4202.970215,3766.399902,10496.669922,10608.980469,1.69
2002-06-26,973.530029,7021.00,4531.00,4099.049805,3701.129883,10074.55957,10355.919922,1.662
2002-06-27,990.640015,7073.799805,4540.700195,4259.430176,3742.780029,10261.599609,10518.089844,1.66
2002-06-28,989.820007,7145.600098,4656.399902,4382.560059,3897.98999,10621.839844,10598.549805,1.659
2002-07-01,968.650024,7145.600098,4685.799805,4366.810059,3897.370117,10595.44043,nan,1.677
2002-07-02,948.090027,7013.399902,4546.799805,4195.950195,3735.659912,10622.320312,10491.759766,1.682
2002-07-03,953.98999,7024.100098,4392.600098,4138.149902,3623.330078,10812.299805,10579.19043,1.682
2002-07-04,nan,7029.799805,4471.200195,4258.620117,3697.129883,10632.80957,10765.580078,nan
2002-07-05,989.030029,7112.50,4615.700195,4483.029785,3863.280029,10826.089844,10806.160156,1.685
2002-07-08,976.97998,7092.00,4601.299805,4442.330078,3858.350098,10769.200195,10803.450195,1.69
2002-07-09,952.830017,7034.799805,4542.899902,4369.759766,3819.01001,10960.25,10843.150391,1.683
2002-07-10,920.469971,6916.399902,4420.100098,4190.220215,3656.379883,10752.660156,10787.540039,1.687
2002-07-11,927.369995,6863.299805,4230.100098,4118.50,3512.100098,10485.740234,10558.80957,1.682
2002-07-12,921.390015,6819.799805,4224.100098,4130.799805,3513.340088,10601.450195,10648.299805,1.672
2002-07-15,917.929993,6677.799805,3994.50,3912.51001,3323.73999,10375.150391,10581.660156,1.675
2002-07-16,900.940002,6695.700195,4021.899902,3977.75,3317.810059,10250.419922,10421.490234,1.675
2002-07-17,906.039978,6699.700195,4190.600098,4092.820068,3440.879883,10296.019531,10335.120117,1.69
2002-07-18,881.559998,6715.399902,4297.299805,4100.75,3513.709961,10498.259766,10452.549805,1.69
2002-07-19,847.75,6535.399902,4098.299805,3891.879883,3324.040039,10202.360352,10325.459961,1.672
2002-07-22,819.849976,6366.700195,3895.50,3691.429932,3149.689941,10189.009766,10110.25,1.67
2002-07-23,797.700012,6161.100098,3858.00,3515.830078,3070.159912,10215.629883,10313.889648,1.662
2002-07-24,843.429993,6382.100098,3777.100098,3632.659912,3023.689941,9947.719727,9971.990234,1.643
2002-07-25,838.679993,6278.399902,3965.899902,3520.459961,3149.719971,9929.910156,9884.780273,1.66
2002-07-26,852.840027,6309.899902,4016.699951,3579.00,3172.560059,9591.030273,9773.120117,1.647
2002-07-29,898.960022,6483.100098,4202.700195,3859.780029,3395.830078,9666.669922,9975.990234,1.677
2002-07-30,902.780029,6511.200195,4180.899902,3878.939941,3379.850098,10003.719727,10155.25,1.682
2002-07-31,911.619995,6605.399902,4246.200195,3700.139893,3415.379883,9877.94043,10267.360352,1.665
2002-08-01,884.659973,6550.700195,4044.50,3606.449951,3240.709961,9793.509766,10180.019531,1.642
2002-08-02,864.23999,6536.50,4075.600098,3532.48999,3245.370117,9709.660156,9991.719727,1.592
2002-08-05,834.599976,6536.50,3996.399902,3332.649902,3115.379883,9704.929688,9862.330078,1.602
2002-08-06,859.570007,6519.200195,4131.00,3568.639893,3284.790039,9501.019531,9700.69043,1.612
2002-08-07,876.77002,6486.700195,4094.399902,3465.540039,3270.51001,9834.400391,9977.740234,1.558
2002-08-08,905.460022,6612.200195,4240.50,3679.26001,3388.449951,9799.570312,9962.240234,1.578
2002-08-09,908.640015,6645.899902,4322.399902,3760.860107,3447.939941,9999.790039,10014.05957,1.575
2002-08-12,903.799988,6571.399902,4221.600098,3647.129883,3364.439941,9747.820312,9959.919922,1.633
2002-08-13,884.210022,6529.00,4271.700195,3683.209961,3390.22998,9688.610352,10100.05957,1.597
2002-08-14,919.619995,6550.100098,4171.100098,3589.919922,3240.810059,9638.410156,9961.349609,1.602
2002-08-15,930.25,6557.600098,4327.50,3665.73999,3375.01001,9795.570312,10219.709961,1.582
2002-08-16,928.77002,6571.700195,4330.00,3684.689941,3374.090088,9788.129883,10265.040039,1.585
2002-08-19,950.700012,6658.100098,4426.899902,3837.669922,3493.01001,9599.099609,10246.959961,1.625
2002-08-20,937.429993,6655.299805,4368.899902,3768.51001,3440.620117,9620.69043,10408.009766,1.575
2002-08-21,949.359985,6664.899902,4364.799805,3868.169922,3485.209961,9642.610352,10402.259766,1.595
2002-08-22,962.700012,6727.799805,4434.700195,3906.550049,3592.600098,9814.019531,10424.00,1.611
2002-08-23,940.859985,6614.299805,4389.799805,3828.26001,3526.090088,9867.450195,10245.69043,1.617
2002-08-26,947.950012,6697.899902,4389.799805,3783.840088,3471.280029,10067.740234,10226.330078,1.625
2002-08-27,934.820007,6642.799805,4449.700195,3851.340088,3570.50,9907.299805,10185.519531,1.642
2002-08-28,917.869995,6579.899902,4274.00,3682.840088,3419.73999,9766.730469,10130.25,1.637
2002-08-29,917.799988,6590.00,4209.299805,3660.949951,3331.77002,9620.139648,10061.150391,1.64
2002-08-30,916.070007,6612.00,4227.299805,3712.939941,3366.209961,9619.299805,10043.870117,1.645
2002-09-02,nan,nan,4180.899902,3609.409912,3272.76001,9521.629883,9896.980469,nan
2002-09-03,878.02002,6453.50,4028.699951,3398.98999,3126.600098,9217.040039,9790.679688,1.605
2002-09-04,893.400024,6517.700195,4027.00,3425.899902,3168.699951,9075.089844,9820.330078,1.592
2002-09-05,879.150024,6484.899902,4011.00,3354.709961,3139.389893,9222.120117,9726.030273,1.577
2002-09-06,893.919983,6479.799805,4107.200195,3485.679932,3246.669922,9129.070312,9720.860352,1.622
2002-09-09,902.960022,6522.200195,4062.399902,3429.219971,3199.820068,9306.259766,9723.669922,1.637
2002-09-10,909.580017,6544.200195,4175.50,3494.689941,3299.639893,9309.30957,9885.769531,1.631
2002-09-11,909.450012,6618.299805,4210.700195,3584.689941,3397.02002,9400.080078,9882.349609,1.655
2002-09-12,886.909973,6517.00,4084.899902,3421.870117,3241.840088,9415.230469,9896.330078,1.652
2002-09-13,889.809998,6495.299805,4008.00,3361.280029,3156.169922,9241.929688,9650.969727,1.65
2002-09-16,891.099976,6500.600098,4044.300049,3319.050049,3141.949951,nan,9505.129883,1.657
2002-09-17,873.52002,6392.299805,4025.199951,3289.129883,3112.830078,9543.94043,9707.25,1.657
2002-09-18,869.460022,6304.799805,3865.399902,3124.919922,3000.97998,9472.05957,9474.070312,1.642
2002-09-19,843.320007,6188.200195,3813.50,3007.469971,2927.179932,9669.620117,9427.790039,1.617
2002-09-20,845.390015,6202.00,3860.100098,3065.72998,2890.820068,9481.080078,9328.219727,1.612
2002-09-23,833.700012,6080.100098,3739.399902,2914.25,2794.310059,nan,9314.870117,1.617
2002-09-24,819.289978,6068.899902,3671.100098,2873.209961,2742.810059,9321.639648,9197.679688,1.614
2002-09-25,839.659973,6165.00,3696.300049,2962.50,2785.379883,9165.410156,9124.910156,1.622
2002-09-26,854.950012,6179.399902,3850.600098,3020.600098,2961.459961,9320.919922,9270.709961,1.617
2002-09-27,827.369995,6111.100098,3907.199951,2918.899902,2950.52002,9530.44043,9294.459961,1.597
2002-09-30,815.280029,6180.399902,3721.800049,2769.030029,2777.449951,9383.290039,9072.209961,1.527
2002-10-01,847.909973,6218.600098,3797.399902,2865.22998,2828.560059,9162.259766,nan,1.552
2002-10-02,827.909973,6100.700195,3905.300049,2926.73999,2940.840088,9049.330078,9109.349609,1.54
2002-10-03,818.950012,6026.799805,3880.300049,2813.300049,2861.040039,8936.429688,8984.320312,1.53
2002-10-04,800.580017,5935.299805,3813.800049,2714.620117,2765.899902,9027.549805,9051.370117,1.567
2002-10-07,785.280029,5841.00,3780.899902,2667.389893,2733.560059,8688.00,8931.400391,1.582
2002-10-08,798.549988,5830.600098,3730.50,2622.090088,2694.22998,8708.900391,8977.410156,1.572
2002-10-09,776.76001,5695.299805,3742.399902,2597.879883,2656.449951,8539.339844,8977.349609,1.528
2002-10-10,803.919983,5812.899902,3777.300049,2733.189941,2758.530029,8439.620117,8858.69043,1.538
2002-10-11,835.320007,5978.700195,3953.399902,2930.73999,2902.27002,8529.610352,8965.730469,1.546
2002-10-14,841.440002,5978.700195,3931.600098,2850.110107,2885.27002,nan,nan,1.545
2002-10-15,881.27002,6219.399902,4130.299805,3048.27002,3086.030029,8836.730469,9336.389648,1.625
2002-10-16,860.02002,6157.100098,4057.699951,3008.929932,3067.699951,8884.870117,9459.139648,1.62
2002-10-17,879.200012,6274.799805,4170.700195,3172.459961,3183.080078,8959.879883,9576.150391,1.627
2002-10-18,884.390015,6326.600098,4130.50,3163.669922,3156.98999,9086.129883,9613.070312,1.632
2002-10-21,899.719971,6362.299805,4133.799805,3282.669922,3156.929932,8978.410156,9570.360352,1.662
2002-10-22,890.159973,6291.700195,4118.899902,3155.969971,3121.01001,8689.389648,9548.94043,1.657
2002-10-23,896.140015,6335.200195,4006.899902,3015.419922,2992.22998,8714.519531,9804.650391,1.642
2002-10-24,882.50,6336.899902,4103.700195,3090.01001,3075.129883,8614.299805,9787.490234,1.622
2002-10-25,897.650024,6405.899902,4051.100098,3102.01001,3056.879883,8726.290039,9722.540039,1.602
2002-10-28,890.22998,6419.399902,4090.50,3198.959961,3120.850098,8757.509766,9853.740234,1.552
2002-10-29,882.150024,6294.799805,3935.899902,3022.01001,2965.110107,8708.759766,9634.669922,1.472
2002-10-30,890.710022,6330.399902,4002.699951,3113.590088,3084.219971,8756.589844,9560.459961,1.468
2002-10-31,885.76001,6248.799805,4039.699951,3152.850098,3150.040039,8640.480469,9441.25,1.417
2002-11-01,900.960022,6321.399902,3997.00,3165.159912,3109.51001,8685.719727,9407.679688,1.397
2002-11-04,908.349976,6432.700195,4141.50,3327.939941,3218.669922,nan,9720.830078,1.407
2002-11-05,915.390015,6399.600098,4146.100098,3351.320068,3247.389893,8937.55957,9655.360352,1.395
2002-11-06,923.76001,6437.899902,4103.700195,3298.840088,3212.860107,8953.290039,9773.980469,1.207
2002-11-07,902.650024,6384.399902,4081.300049,3155.659912,3111.719971,8920.44043,9844.379883,1.195
2002-11-08,894.73999,6390.00,4034.600098,3079.100098,3058.179932,8690.769531,9770.679688,1.197
2002-11-11,876.190002,6293.899902,4015.600098,3042.060059,3053.699951,8460.370117,9580.879883,1.197
2002-11-12,882.950012,6329.700195,4085.100098,3115.879883,3064.639893,8464.769531,9613.839844,1.19
2002-11-13,882.530029,6301.799805,4029.399902,3066.419922,3034.810059,8438.519531,9616.620117,1.187
2002-11-14,904.27002,6370.899902,4053.100098,3188.389893,3148.600098,8303.389648,9740.839844,1.191
2002-11-15,909.830017,6457.399902,4091.600098,3191.76001,3162.389893,8503.589844,9865.650391,1.197
2002-11-18,900.359985,6485.00,4116.00,3218.360107,3208.469971,8346.009766,9920.089844,1.202
2002-11-19,896.73999,6423.700195,4096.50,3206.929932,3177.22998,8365.259766,9965.030273,1.19
2002-11-20,914.150024,6493.100098,4094.899902,3212.98999,3153.50,8459.620117,9971.150391,1.196
2002-11-21,933.76001,6567.799805,4190.00,3304.629883,3290.169922,8668.05957,10003.540039,1.197
2002-11-22,930.549988,6553.899902,4175.200195,3320.879883,3305.780029,8772.55957,10065.320312,1.198
2002-11-25,932.869995,6578.200195,4122.200195,3299.23999,3295.679932,8944.44043,10100.769531,1.202
2002-11-26,913.309998,6477.799805,4071.00,3191.629883,3215.189941,8823.990234,9995.519531,1.202
2002-11-27,938.869995,6604.299805,4144.200195,3346.139893,3313.76001,8875.879883,9944.589844,1.207
2002-11-28,nan,6629.399902,4185.399902,3360.76001,3329.98999,9176.780273,10147.839844,nan
2002-11-29,936.309998,6570.399902,4169.399902,3320.320068,3326.649902,9215.55957,10069.870117,1.202
2002-12-02,934.530029,6665.299805,4154.299805,3380.199951,3298.76001,9174.469727,10205.160156,1.205
2002-12-03,920.75,6640.600098,4075.399902,3280.48999,3222.26001,9205.110352,10227.009766,1.20
2002-12-04,917.580017,6610.399902,4048.600098,3320.75,3199.840088,9006.730469,9995.730469,1.197
2002-12-05,906.549988,6542.00,4032.399902,3224.73999,3158.040039,8917.570312,10009.879883,1.187
2002-12-06,912.22998,6577.200195,4013.50,3207.530029,3185.77002,8863.259766,9973.75,1.183
2002-12-09,892.00,6504.100098,3933.899902,3065.570068,3115.629883,8828.049805,9868.480469,1.197
2002-12-10,904.450012,6597.200195,3925.00,3167.98999,3142.75,8804.519531,9857.990234,1.192
2002-12-11,904.960022,6587.299805,3974.899902,3196.050049,3190.090088,8727.660156,9784.570312,1.182
2002-12-12,901.580017,6637.100098,3935.300049,3111.879883,3137.429932,8708.69043,9813.780273,1.185
2002-12-13,889.47998,6664.299805,3878.100098,3077.060059,3076.850098,8516.070312,9728.429688,1.187
2002-12-16,910.400024,6724.399902,3984.00,3205.290039,3173.850098,8450.94043,9656.459961,1.202
2002-12-17,902.98999,6621.50,3908.699951,3139.969971,3138.610107,8510.730469,9715.740234,1.192
2002-12-18,891.119995,6560.899902,3835.199951,3022.689941,3077.389893,8344.009766,9548.650391,1.182
2002-12-19,884.25,6537.00,3841.399902,2961.409912,3054.209961,8387.570312,9557.860352,1.177
2002-12-20,895.76001,6560.600098,3889.899902,3024.219971,3082.850098,8406.879883,9628.69043,1.177
2002-12-23,897.380005,6628.299805,3936.899902,3000.840088,3087.620117,nan,9570.929688,1.162
2002-12-24,892.469971,6609.100098,3942.100098,nan,3081.280029,8512.370117,9561.629883,1.165
2002-12-25,nan,nan,3942.100098,nan,nan,8501.139648,nan,nan
2002-12-26,889.659973,6609.100098,3942.100098,nan,nan,8700.099609,nan,1.155
2002-12-27,875.400024,6595.799805,3829.399902,2840.00,3011.830078,8714.049805,9445.259766,1.135
2002-12-30,879.390015,6617.600098,3900.600098,2892.629883,3025.139893,8578.950195,9272.330078,1.165
2002-12-31,879.820007,6614.50,3940.399902,nan,3063.909912,nan,9321.290039,1.182
2003-01-01,nan,nan,3940.399902,nan,nan,nan,nan,nan
2003-01-02,909.030029,6740.100098,4009.50,3105.040039,3195.02002,nan,9365.519531,1.19
2003-01-03,908.590027,6772.700195,4005.00,3092.939941,3187.879883,nan,9583.849609,1.192
2003-01-06,929.01001,6837.299805,4001.399902,3157.25,3210.27002,8713.330078,9665.959961,1.182
2003-01-07,922.929993,6802.799805,3957.399902,3112.77002,3160.98999,8656.50,9652.400391,1.172
2003-01-08,909.929993,6723.100098,3924.800049,2993.00,3094.090088,8517.799805,9688.209961,1.167
2003-01-09,927.570007,6772.200195,3934.00,3037.679932,3152.290039,8497.929688,9675.410156,1.177
2003-01-10,927.570007,6801.799805,3974.100098,3037.330078,3160.129883,8470.450195,9721.50,1.172
2003-01-13,926.26001,6809.899902,3948.300049,3060.649902,3169.820068,nan,9834.080078,1.172
2003-01-14,931.659973,6811.00,3945.600098,3098.719971,3174.030029,8553.05957,9796.30957,1.172
2003-01-15,918.219971,6801.399902,3887.800049,3049.399902,3134.659912,8611.75,9873.490234,1.167
2003-01-16,914.599976,6827.00,3881.800049,3054.110107,3142.590088,8609.169922,9743.230469,1.165
2003-01-17,901.780029,6755.899902,3820.600098,2918.820068,3056.929932,8690.25,9614.589844,1.152
2003-01-20,nan,6740.399902,3778.600098,2893.550049,3020.070068,8558.820312,9552.019531,nan
2003-01-21,887.619995,6690.799805,3736.699951,2870.570068,2992.389893,8708.580078,9568.469727,1.152
2003-01-22,878.359985,6721.299805,3678.00,2803.25,2931.379883,8611.040039,9560.290039,1.142
2003-01-23,887.340027,6737.399902,3622.199951,2811.219971,2917.969971,8790.919922,9584.700195,1.142
2003-01-24,861.400024,6664.899902,3603.699951,2717.820068,2898.600098,8731.650391,9460.599609,1.127
2003-01-27,847.47998,6556.50,3480.800049,2643.800049,2795.780029,8609.469727,9298.669922,1.142
2003-01-28,858.539978,6570.100098,3490.00,2671.360107,2800.070068,8525.389648,9325.599609,1.15
2003-01-29,864.359985,6573.200195,3483.800049,2706.570068,2840.050049,8331.080078,9240.790039,1.152
2003-01-30,844.609985,6546.299805,3578.699951,2693.780029,2914.129883,8316.80957,9258.950195,1.152
2003-01-31,855.700012,6569.50,3567.399902,2747.830078,2937.879883,8339.94043,nan,1.148
2003-02-03,860.320007,6593.700195,3689.399902,2751.98999,2957.790039,8500.790039,nan,1.152
2003-02-04,848.200012,6544.899902,3590.100098,2632.97998,2863.50,8484.900391,9252.709961,1.147
2003-02-05,843.590027,6521.00,3678.699951,2725.879883,2884.620117,8549.849609,9180.469727,1.147
2003-02-06,838.150024,6489.299805,3597.00,2649.00,2836.179932,8484.19043,9126.150391,1.142
